asa_NoVuelo,asa_AerolineaICAO,asa_FechaHoraSlot,asa_FechaHoraPosicion2,asa_TipoAvion,asa_Terminal,asa_Posicion,asa_TipoOperacion,slot,posicion2,delay_to_gate,hour_sin,hour_cos,day_sin,day_cos,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24
429.0,UAL,2026-08-03 23:10:00,2026-03-08 23:55:00,A320,T1,32,A,2026-08-03 23:10:00,2026-03-08 23:55:00,45,-0.2164396139381028,0.9762960071199334,0.0,1.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0,3.0
963.0,AMX,2026-08-03 23:15:00,2026-03-09 00:07:00,B738,T2,67,A,2026-08-03 23:15:00,2026-03-09 00:07:00,52,-0.1950903220161287,0.9807852804032304,0.0,1.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0,-6.0
715.0,AMX,2026-08-03 23:15:00,2026-03-08 23:16:00,B738,T2,76,A,2026-08-03 23:15:00,2026-03-08 23:16:00,1,-0.1950903220161287,0.9807852804032304,0.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0,40.0
1025.0,VIV,2026-08-03 23:30:00,2026-03-08 23:41:00,A321,T1,17,A,2026-08-03 23:30:00,2026-03-08 23:41:00,11,-0.1305261922200516,0.9914448613738104,0.0,1.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0,11.0
1070.0,VIV,2026-08-03 23:30:00,2026-03-08 23:53:00,A320,T1,9,D,2026-08-03 23:30:00,2026-03-08 23:53:00,23,-0.1305261922200516,0.9914448613738104,0.0,1.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0,-9.0
147.0,VOI,2026-08-03 23:35:00,2026-03-08 23:11:00,A321,T1,13,A,2026-08-03 23:35:00,2026-03-08 23:11:00,-24,-0.1088668748519651,0.9940563382223196,0.0,1.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0,-5.0
1109.0,VIV,2026-08-03 23:40:00,2026-03-08 23:27:00,A321,T1,8,A,2026-08-03 23:40:00,2026-03-08 23:27:00,-13,-0.0871557427476574,0.9961946980917455,0.0,1.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0,27.0
105.0,VOI,2026-08-03 23:40:00,2026-03-08 23:28:00,A321,T1,S4,A,2026-08-03 23:40:00,2026-03-08 23:28:00,-12,-0.0871557427476574,0.9961946980917455,0.0,1.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0,18.0
5616.0,VOI,2026-08-03 23:45:00,2026-03-08 23:26:00,A320,T1,4,A,2026-08-03 23:45:00,2026-03-08 23:26:00,-19,-0.0654031292301428,0.9978589232386036,0.0,1.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0,-16.0
381.0,VOI,2026-08-03 23:45:00,2026-03-09 01:00:00,A321,T1,16,A,2026-08-03 23:45:00,2026-03-09 01:00:00,75,-0.0654031292301428,0.9978589232386036,0.0,1.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0,14.0
2820.0,FLE,2026-08-03 23:45:00,2026-03-08 23:42:00,B7M8,T1,26,A,2026-08-03 23:45:00,2026-03-08 23:42:00,-3,-0.0654031292301428,0.9978589232386036,0.0,1.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0,16.0
1189.0,VIV,2026-08-03 23:45:00,2026-03-08 23:25:00,A320,T1,10,A,2026-08-03 23:45:00,2026-03-08 23:25:00,-20,-0.0654031292301428,0.9978589232386036,0.0,1.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0,-17.0
993.0,ACA,2026-08-03 23:50:00,2026-03-09 00:52:00,B7M8,T1,41,A,2026-08-03 23:50:00,2026-03-09 00:52:00,62,-0.0436193873653361,0.9990482215818578,0.0,1.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0,22.0
189.0,AMX,2026-08-03 23:55:00,2026-03-09 00:02:00,B738,T2,78,A,2026-08-03 23:55:00,2026-03-09 00:02:00,7,-0.0218148850345609,0.9997620270799092,0.0,1.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0,-1.0
643.0,AMX,2026-08-03 23:55:00,2026-03-08 23:54:00,B738,T2,61,A,2026-08-03 23:55:00,2026-03-08 23:54:00,-1,-0.0218148850345609,0.9997620270799092,0.0,1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0,-8.0
1255.0,VIV,2026-08-03 23:55:00,2026-03-09 00:30:00,A321,T1,5,A,2026-08-03 23:55:00,2026-03-09 00:30:00,35,-0.0218148850345609,0.9997620270799092,0.0,1.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0,-10.0
995.0,ACA,2026-09-01 00:00:00,2026-01-08 23:50:00,B7M8,T1,33,A,2026-09-01 00:00:00,2026-01-08 23:50:00,-10,0.0,1.0,0.7818314824680298,0.6234898018587336,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0,6.0
996.0,ACA,2026-09-01 00:05:00,2026-01-08 23:51:00,B7M8,T1,28,A,2026-09-01 00:05:00,2026-01-08 23:51:00,-14,0.0218148850345611,0.9997620270799092,0.7818314824680298,0.6234898018587336,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0,-16.0
8031.0,CSN,2026-09-01 00:05:00,2026-01-08 23:45:00,A350,T1,25,A,2026-09-01 00:05:00,2026-01-08 23:45:00,-20,0.0218148850345611,0.9997620270799092,0.7818314824680298,0.6234898018587336,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0,-13.0
312.0,IBE,2026-09-01 00:05:00,2026-01-09 00:24:00,A350,T1,24,D,2026-09-01 00:05:00,2026-01-09 00:24:00,19,0.0218148850345611,0.9997620270799092,0.7818314824680298,0.6234898018587336,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0,67.0
1229.0,VIV,2026-09-01 00:05:00,2026-01-09 01:31:00,A321,T1,8,A,2026-09-01 00:05:00,2026-01-09 01:31:00,86,0.0218148850345611,0.9997620270799092,0.7818314824680298,0.6234898018587336,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0,-20.0
1287.0,VIV,2026-09-01 00:05:00,2026-01-09 00:21:00,A321,T1,6,A,2026-09-01 00:05:00,2026-01-09 00:21:00,16,0.0218148850345611,0.9997620270799092,0.7818314824680298,0.6234898018587336,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0,-12.0
713.0,VOI,2026-09-01 00:05:00,2026-01-09 00:39:00,A320,T1,36,A,2026-09-01 00:05:00,2026-01-09 00:39:00,34,0.0218148850345611,0.9997620270799092,0.7818314824680298,0.6234898018587336,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0,-18.0
1359.0,VIV,2026-09-01 00:10:00,2026-01-09 00:46:00,A320,T1,5,A,2026-09-01 00:10:00,2026-01-09 00:46:00,36,0.043619387365336,0.9990482215818578,0.7818314824680298,0.6234898018587336,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0,-1.0
429.0,UAL,2026-09-01 00:10:00,2026-01-09 00:01:00,A320,T1,34,A,2026-09-01 00:10:00,2026-01-09 00:01:00,-9,0.043619387365336,0.9990482215818578,0.7818314824680298,0.6234898018587336,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0,45.0
9446.0,AMX,2026-09-01 00:10:00,2026-01-08 23:50:00,B738,T2,67,D,2026-09-01 00:10:00,2026-01-08 23:50:00,-20,0.043619387365336,0.9990482215818578,0.7818314824680298,0.6234898018587336,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0,52.0
1941.0,AAL,2026-09-01 00:10:00,2026-01-08 23:32:00,B7M8,T1,29,A,2026-09-01 00:10:00,2026-01-08 23:32:00,-38,0.043619387365336,0.9990482215818578,0.7818314824680298,0.6234898018587336,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0,1.0
194.0,CMP,2026-09-01 00:15:00,2026-01-09 00:14:00,B738,T1,23,A,2026-09-01 00:15:00,2026-01-09 00:14:00,-1,0.065403129230143,0.9978589232386036,0.7818314824680298,0.6234898018587336,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0,11.0
2996.0,AAL,2026-09-01 00:25:00,2026-01-09 00:23:00,B7M8,T1,36,D,2026-09-01 00:25:00,2026-01-09 00:23:00,-2,0.1088668748519645,0.9940563382223196,0.7818314824680298,0.6234898018587336,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0,23.0
692.0,AMX,2026-09-01 00:30:00,2026-01-09 00:48:00,B738,T2,53,D,2026-09-01 00:30:00,2026-01-09 00:48:00,18,0.1305261922200515,0.9914448613738104,0.7818314824680298,0.6234898018587336,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0,-24.0
187.0,AVA,2026-09-01 00:40:00,2026-01-09 00:38:00,A320,T1,32,D,2026-09-01 00:40:00,2026-01-09 00:38:00,-2,0.1736481776669303,0.984807753012208,0.7818314824680298,0.6234898018587336,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0,-13.0
700.0,VOI,2026-09-01 00:40:00,2026-01-09 00:33:00,A321,T1,27,D,2026-09-01 00:40:00,2026-01-09 00:33:00,-7,0.1736481776669303,0.984807753012208,0.7818314824680298,0.6234898018587336,-2.0,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0,-12.0
2627.0,FLE,2026-09-01 00:45:00,2026-01-09 01:00:00,B7M8,T1,26,D,2026-09-01 00:45:00,2026-01-09 01:00:00,15,0.1950903220161282,0.9807852804032304,0.7818314824680298,0.6234898018587336,-7.0,-2.0,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0,-19.0
717.0,AMX,2026-09-01 00:50:00,2026-01-09 00:52:00,B7M8,T2,62,D,2026-09-01 00:50:00,2026-01-09 00:52:00,2,0.2164396139381028,0.9762960071199334,0.7818314824680298,0.6234898018587336,15.0,-7.0,-2.0,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0,75.0
654.0,AMX,2026-09-01 01:00:00,2026-01-09 01:22:00,B7M8,T2,52,D,2026-09-01 01:00:00,2026-01-09 01:22:00,22,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336,2.0,15.0,-7.0,-2.0,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0,-3.0
858.0,CMP,2026-09-01 01:00:00,2026-01-09 01:05:00,B738,T1,27,A,2026-09-01 01:00:00,2026-01-09 01:05:00,5,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336,22.0,2.0,15.0,-7.0,-2.0,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0,-20.0
1039.0,VIV,2026-09-01 01:00:00,2026-01-09 00:47:00,A321,T1,11,A,2026-09-01 01:00:00,2026-01-09 00:47:00,-13,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336,5.0,22.0,2.0,15.0,-7.0,-2.0,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0,62.0
411.0,VOI,2026-09-01 01:00:00,2026-01-09 01:18:00,A320,T1,4,A,2026-09-01 01:00:00,2026-01-09 01:18:00,18,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336,-13.0,5.0,22.0,2.0,15.0,-7.0,-2.0,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0,7.0
992.0,ACA,2026-09-01 01:05:00,2026-01-09 01:05:00,B7M8,T1,33,D,2026-09-01 01:05:00,2026-01-09 01:05:00,0,0.279829014030992,0.9600498543859288,0.7818314824680298,0.6234898018587336,18.0,-13.0,5.0,22.0,2.0,15.0,-7.0,-2.0,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0,-1.0
680.0,AMX,2026-09-01 01:05:00,2026-01-09 01:46:00,B7M8,T2,61,D,2026-09-01 01:05:00,2026-01-09 01:46:00,41,0.279829014030992,0.9600498543859288,0.7818314824680298,0.6234898018587336,0.0,18.0,-13.0,5.0,22.0,2.0,15.0,-7.0,-2.0,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0,35.0
694.0,AMX,2026-09-01 01:05:00,2026-01-09 01:28:00,B7M8,T2,57,D,2026-09-01 01:05:00,2026-01-09 01:28:00,23,0.279829014030992,0.9600498543859288,0.7818314824680298,0.6234898018587336,41.0,0.0,18.0,-13.0,5.0,22.0,2.0,15.0,-7.0,-2.0,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0,-10.0
431.0,VOI,2026-09-01 01:10:00,2026-01-09 00:36:00,A320,T1,13,A,2026-09-01 01:10:00,2026-01-09 00:36:00,-34,0.3007057995042732,0.9537169507482268,0.7818314824680298,0.6234898018587336,23.0,41.0,0.0,18.0,-13.0,5.0,22.0,2.0,15.0,-7.0,-2.0,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0,-14.0
149.0,CMP,2026-09-01 01:20:00,2026-01-09 01:16:00,B738,T1,35,D,2026-09-01 01:20:00,2026-01-09 01:16:00,-4,0.3420201433256687,0.9396926207859084,0.7818314824680298,0.6234898018587336,-34.0,23.0,41.0,0.0,18.0,-13.0,5.0,22.0,2.0,15.0,-7.0,-2.0,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0,-20.0
7925.0,CHH,2026-09-01 01:30:00,2026-01-09 01:15:00,B789,T1,24,A,2026-09-01 01:30:00,2026-01-09 01:15:00,-15,0.3826834323650898,0.9238795325112868,0.7818314824680298,0.6234898018587336,-4.0,-34.0,23.0,41.0,0.0,18.0,-13.0,5.0,22.0,2.0,15.0,-7.0,-2.0,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0,19.0
261.0,VOI,2026-09-01 01:35:00,2026-01-09 01:08:00,A321,T1,16,A,2026-09-01 01:35:00,2026-01-09 01:08:00,-27,0.4027466898587372,0.9153114791194472,0.7818314824680298,0.6234898018587336,-15.0,-4.0,-34.0,23.0,41.0,0.0,18.0,-13.0,5.0,22.0,2.0,15.0,-7.0,-2.0,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0,86.0
8032.0,CSN,2026-09-01 01:45:00,2026-01-09 01:43:00,A350,T1,25,D,2026-09-01 01:45:00,2026-01-09 01:43:00,-2,0.4422886902190012,0.8968727415326884,0.7818314824680298,0.6234898018587336,-27.0,-15.0,-4.0,-34.0,23.0,41.0,0.0,18.0,-13.0,5.0,22.0,2.0,15.0,-7.0,-2.0,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0,16.0
234.0,AVA,2026-09-01 01:55:00,2026-01-09 01:40:00,A320,T1,32,A,2026-09-01 01:55:00,2026-01-09 01:40:00,-15,0.4809887689193876,0.8767267557075077,0.7818314824680298,0.6234898018587336,-2.0,-27.0,-15.0,-4.0,-34.0,23.0,41.0,0.0,18.0,-13.0,5.0,22.0,2.0,15.0,-7.0,-2.0,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0,34.0
857.0,CMP,2026-09-01 02:00:00,2026-01-09 01:58:00,B738,T1,27,D,2026-09-01 02:00:00,2026-01-09 01:58:00,-2,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,-15.0,-2.0,-27.0,-15.0,-4.0,-34.0,23.0,41.0,0.0,18.0,-13.0,5.0,22.0,2.0,15.0,-7.0,-2.0,18.0,-2.0,-1.0,-38.0,-20.0,-9.0,36.0
